,Modality,ID,Test Name,p_val
116,dMRI,sub-105115_ses-1,Homophily,7.579689644505341e-75
117,dMRI,sub-105115_ses-1,Homotopy,2.897504690438675e-09
118,dMRI,sub-255639_ses-1,Homophily,8.653981216368673e-101
119,dMRI,sub-255639_ses-1,Homotopy,3.1854480151540503e-08
120,dMRI,sub-212318_ses-1,Homophily,7.13673739340602e-79
121,dMRI,sub-212318_ses-1,Homotopy,5.171792255944823e-07
122,dMRI,sub-133827_ses-1,Homophily,7.225024149483182e-141
123,dMRI,sub-133827_ses-1,Homotopy,0.00015981227524742542
124,dMRI,sub-211720_ses-1,Homophily,3.7458120458463845e-106
125,dMRI,sub-211720_ses-1,Homotopy,6.56836412453742e-06
126,dMRI,sub-151829_ses-1,Homophily,1.7033135584921174e-139
127,dMRI,sub-151829_ses-1,Homotopy,5.8365927318709716e-05
128,dMRI,sub-884064_ses-1,Homophily,7.704370575078854e-103
129,dMRI,sub-884064_ses-1,Homotopy,5.367424104722845e-07
130,dMRI,sub-202719_ses-1,Homophily,8.381344578546954e-139
131,dMRI,sub-202719_ses-1,Homotopy,2.075339685723493e-06
132,dMRI,sub-124220_ses-1,Homophily,6.384645723967132e-73
133,dMRI,sub-124220_ses-1,Homotopy,8.495817056256799e-08
134,dMRI,sub-144731_ses-1,Homophily,2.1554982649949242e-169
135,dMRI,sub-144731_ses-1,Homotopy,6.2073473744227e-07
136,dMRI,sub-134627_ses-1,Homophily,6.494670145282426e-158
137,dMRI,sub-134627_ses-1,Homotopy,6.497981431081415e-06
138,dMRI,sub-180533_ses-1,Homophily,5.5492023083265414e-95
139,dMRI,sub-180533_ses-1,Homotopy,1.0009156535422917e-08
140,dMRI,sub-158540_ses-1,Homophily,1.7634578857854924e-98
141,dMRI,sub-158540_ses-1,Homotopy,1.2553736967939264e-07
142,dMRI,sub-151021_ses-1,Homophily,1.7264901360946088e-94
143,dMRI,sub-151021_ses-1,Homotopy,1.0164021196239897e-07
144,dMRI,sub-257946_ses-1,Homophily,4.1519014173641945e-134
145,dMRI,sub-257946_ses-1,Homotopy,3.0512895815728756e-06
146,dMRI,sub-203923_ses-1,Homophily,3.1242489000236774e-149
147,dMRI,sub-203923_ses-1,Homotopy,4.6922126586322175e-06
148,dMRI,sub-123420_ses-1,Homophily,6.360026780602271e-149
149,dMRI,sub-123420_ses-1,Homotopy,6.166176252641944e-06
150,dMRI,sub-105923_ses-1,Homophily,3.81572534530827e-122
151,dMRI,sub-105923_ses-1,Homotopy,0.000161221214532196
152,dMRI,sub-657659_ses-1,Homophily,2.0251481984749014e-104
153,dMRI,sub-657659_ses-1,Homotopy,1.1977584558410928e-07
154,dMRI,sub-290136_ses-1,Homophily,2.6420605562088477e-131
155,dMRI,sub-290136_ses-1,Homotopy,6.01666507709065e-06
156,dMRI,sub-153025_ses-1,Homophily,6.323201938388142e-87
157,dMRI,sub-153025_ses-1,Homotopy,9.640415179637054e-05
158,dMRI,sub-186848_ses-1,Homophily,7.932682740089173e-122
159,dMRI,sub-186848_ses-1,Homotopy,2.351273595027219e-06
160,dMRI,sub-692964_ses-1,Homophily,3.1729881916308594e-155
161,dMRI,sub-692964_ses-1,Homotopy,0.00025592124785764716
162,dMRI,sub-849264_ses-1,Homophily,1.5921135224413455e-101
163,dMRI,sub-849264_ses-1,Homotopy,4.146179847787804e-07
164,dMRI,sub-116423_ses-1,Homophily,2.961607878550352e-203
165,dMRI,sub-116423_ses-1,Homotopy,0.0015262542006947235
166,dMRI,sub-919966_ses-1,Homophily,3.245490831286386e-148
167,dMRI,sub-919966_ses-1,Homotopy,9.145859934272116e-06
168,dMRI,sub-186141_ses-1,Homophily,2.0196518118733184e-137
169,dMRI,sub-186141_ses-1,Homotopy,1.7131902861736243e-05
170,dMRI,sub-751550_ses-1,Homophily,9.292898715222743e-56
171,dMRI,sub-751550_ses-1,Homotopy,1.1517429294627387e-07
172,dMRI,sub-137027_ses-1,Homophily,1.3722662014381304e-124
173,dMRI,sub-137027_ses-1,Homotopy,0.00024086833877060864
174,dMRI,sub-160830_ses-1,Homophily,2.1703029548090116e-112
175,dMRI,sub-160830_ses-1,Homotopy,1.3410415164213564e-07
176,dMRI,sub-713239_ses-1,Homophily,4.136437932139311e-160
177,dMRI,sub-713239_ses-1,Homotopy,0.00016796241486426874
178,dMRI,sub-748258_ses-1,Homophily,5.849934525518767e-84
179,dMRI,sub-748258_ses-1,Homotopy,2.8065556939148526e-05
180,dMRI,sub-387959_ses-1,Homophily,1.9305464452215107e-110
181,dMRI,sub-387959_ses-1,Homotopy,5.694033376439893e-06
182,dMRI,sub-397861_ses-1,Homophily,7.307892316396174e-138
183,dMRI,sub-397861_ses-1,Homotopy,5.939560463144532e-07
184,dMRI,sub-761957_ses-1,Homophily,2.841429417620973e-124
185,dMRI,sub-761957_ses-1,Homotopy,2.5534047068689532e-05
186,dMRI,sub-525541_ses-1,Homophily,1.2289178839281775e-160
187,dMRI,sub-525541_ses-1,Homotopy,0.005711439860015159
188,dMRI,sub-878877_ses-1,Homophily,5.959309631780311e-241
189,dMRI,sub-878877_ses-1,Homotopy,0.008894141791892494
190,dMRI,sub-114318_ses-1,Homophily,6.8925913642473e-118
191,dMRI,sub-114318_ses-1,Homotopy,7.753137024386446e-06
192,dMRI,sub-545345_ses-1,Homophily,4.2891576287246795e-118
193,dMRI,sub-545345_ses-1,Homotopy,1.694599114691027e-05
194,dMRI,sub-377451_ses-1,Homophily,1.285331102267222e-171
195,dMRI,sub-377451_ses-1,Homotopy,1.2922507635348605e-05
196,dMRI,sub-120212_ses-1,Homophily,3.528689216533366e-70
197,dMRI,sub-120212_ses-1,Homotopy,1.0851832885085314e-06
198,dMRI,sub-206323_ses-1,Homophily,4.742675009249144e-149
199,dMRI,sub-206323_ses-1,Homotopy,3.025807537389975e-07
200,dMRI,sub-205220_ses-1,Homophily,2.709543299714362e-113
201,dMRI,sub-205220_ses-1,Homotopy,8.702861598782792e-06
202,dMRI,sub-143325_ses-1,Homophily,6.931013542264152e-136
203,dMRI,sub-143325_ses-1,Homotopy,0.007558490057238423
204,dMRI,sub-609143_ses-1,Homophily,2.3751933061417066e-109
205,dMRI,sub-609143_ses-1,Homotopy,8.358649207826744e-05
206,dMRI,sub-102816_ses-1,Homophily,2.9233312206322693e-98
207,dMRI,sub-102816_ses-1,Homotopy,9.009761592383566e-08
208,dMRI,sub-436845_ses-1,Homophily,3.5712014356510195e-105
209,dMRI,sub-436845_ses-1,Homotopy,6.796190703482631e-05
210,dMRI,sub-793465_ses-1,Homophily,4.4999771950583593e-107
211,dMRI,sub-793465_ses-1,Homotopy,1.6544796101431745e-10
212,dMRI,sub-201818_ses-1,Homophily,9.870817450661498e-95
213,dMRI,sub-201818_ses-1,Homotopy,4.0027604090502587e-07
214,dMRI,sub-200210_ses-1,Homophily,1.8726138190806124e-150
215,dMRI,sub-200210_ses-1,Homotopy,9.517302201371201e-07
216,dMRI,sub-186444_ses-1,Homophily,3.648839051721462e-217
217,dMRI,sub-186444_ses-1,Homotopy,0.010431677890356688
218,dMRI,sub-841349_ses-1,Homophily,2.0226725602962714e-107
219,dMRI,sub-841349_ses-1,Homotopy,6.05798821554964e-07
220,dMRI,sub-910241_ses-1,Homophily,4.5648717695740116e-200
221,dMRI,sub-910241_ses-1,Homotopy,4.8573593693852256e-05
222,dMRI,sub-182739_ses-1,Homophily,6.9823671629078e-87
223,dMRI,sub-182739_ses-1,Homotopy,3.1918295670215944e-08
224,dMRI,sub-109830_ses-1,Homophily,6.931799347878448e-149
225,dMRI,sub-109830_ses-1,Homotopy,2.1715662150898366e-05
226,dMRI,sub-567961_ses-1,Homophily,5.011158187561799e-99
227,dMRI,sub-567961_ses-1,Homotopy,8.636480198657784e-07
228,dMRI,sub-573249_ses-1,Homophily,1.5318026900271962e-94
229,dMRI,sub-573249_ses-1,Homotopy,1.7685896761926899e-07
230,dMRI,sub-561444_ses-1,Homophily,2.1515618689104884e-99
231,dMRI,sub-561444_ses-1,Homotopy,9.383205563693998e-05
232,dMRI,sub-644044_ses-1,Homophily,1.2023454794433338e-117
233,dMRI,sub-644044_ses-1,Homotopy,3.88272517940359e-06
234,dMRI,sub-110411_ses-1,Homophily,2.0027657213862937e-139
235,dMRI,sub-110411_ses-1,Homotopy,2.1200265660284787e-05
236,dMRI,sub-386250_ses-1,Homophily,7.607668473266519e-158
237,dMRI,sub-386250_ses-1,Homotopy,4.985237790968958e-05
238,dMRI,sub-679770_ses-1,Homophily,2.0983066076777913e-180
239,dMRI,sub-679770_ses-1,Homotopy,1.3885843212831801e-05
240,dMRI,sub-947668_ses-1,Homophily,1.681313697586938e-103
241,dMRI,sub-947668_ses-1,Homotopy,4.402252628058244e-08
242,dMRI,sub-993675_ses-1,Homophily,9.957762382447826e-76
243,dMRI,sub-993675_ses-1,Homotopy,1.3581176087225155e-07
244,dMRI,sub-210112_ses-1,Homophily,2.642353586473689e-99
245,dMRI,sub-210112_ses-1,Homotopy,3.7858376660472084e-06
246,dMRI,sub-350330_ses-1,Homophily,5.4507558022818316e-86
247,dMRI,sub-350330_ses-1,Homotopy,7.067840977634048e-05
248,dMRI,sub-869472_ses-1,Homophily,2.2226919370830575e-156
249,dMRI,sub-869472_ses-1,Homotopy,1.006124899579061e-05
250,dMRI,sub-114116_ses-1,Homophily,6.467756846232729e-164
251,dMRI,sub-114116_ses-1,Homotopy,0.00022819407350951364
252,dMRI,sub-517239_ses-1,Homophily,5.653141559917897e-99
253,dMRI,sub-517239_ses-1,Homotopy,1.4220991491166053e-08
254,dMRI,sub-113316_ses-1,Homophily,9.563956297005398e-138
255,dMRI,sub-113316_ses-1,Homotopy,2.865937397672173e-05
256,dMRI,sub-623844_ses-1,Homophily,2.3957090725979603e-126
257,dMRI,sub-623844_ses-1,Homotopy,4.186250293796801e-05
258,dMRI,sub-214221_ses-1,Homophily,7.545789120622213e-40
259,dMRI,sub-214221_ses-1,Homotopy,8.948375980574609e-09
260,dMRI,sub-536647_ses-1,Homophily,7.316685142486695e-138
261,dMRI,sub-536647_ses-1,Homotopy,0.00035350244122873677
262,dMRI,sub-499566_ses-1,Homophily,8.638544991712441e-116
263,dMRI,sub-499566_ses-1,Homotopy,0.0005137744410735959
264,dMRI,sub-128026_ses-1,Homophily,4.570680657312785e-189
265,dMRI,sub-128026_ses-1,Homotopy,1.9109506934120444e-05
266,dMRI,sub-660951_ses-1,Homophily,2.888360762376208e-116
267,dMRI,sub-660951_ses-1,Homotopy,7.984598101716082e-07
268,dMRI,sub-101107_ses-1,Homophily,7.163917247557469e-162
269,dMRI,sub-101107_ses-1,Homotopy,0.0002418316063774494
270,dMRI,sub-356948_ses-1,Homophily,8.998892344496763e-177
271,dMRI,sub-356948_ses-1,Homotopy,1.3499667011787805e-06
272,dMRI,sub-119126_ses-1,Homophily,1.8093353449885836e-157
273,dMRI,sub-119126_ses-1,Homotopy,3.969640471935069e-06
274,dMRI,sub-157336_ses-1,Homophily,9.717984604946483e-145
275,dMRI,sub-157336_ses-1,Homotopy,4.5381498826447286e-06
276,dMRI,sub-329440_ses-1,Homophily,2.7367473002258726e-118
277,dMRI,sub-329440_ses-1,Homotopy,0.00012148414043422545
278,dMRI,sub-183741_ses-1,Homophily,2.835514746597103e-135
279,dMRI,sub-183741_ses-1,Homotopy,0.0003733756406833544
280,dMRI,sub-170934_ses-1,Homophily,8.352610089424759e-98
281,dMRI,sub-170934_ses-1,Homotopy,1.5341605573490904e-07
282,dMRI,sub-180937_ses-1,Homophily,5.62249856349043e-124
283,dMRI,sub-180937_ses-1,Homotopy,7.735790974185501e-05
284,dMRI,sub-217126_ses-1,Homophily,2.0622935284860105e-221
285,dMRI,sub-217126_ses-1,Homotopy,0.0016432829601145612
286,dMRI,sub-872764_ses-1,Homophily,1.7167308107348411e-63
287,dMRI,sub-872764_ses-1,Homotopy,2.0934787276567012e-06
288,dMRI,sub-843151_ses-1,Homophily,3.226605638971948e-182
289,dMRI,sub-843151_ses-1,Homotopy,0.0012449439576033181
290,dMRI,sub-202113_ses-1,Homophily,3.192414066917611e-131
291,dMRI,sub-202113_ses-1,Homotopy,3.366758787418411e-05
292,dMRI,sub-729254_ses-1,Homophily,1.5510676189131265e-122
293,dMRI,sub-729254_ses-1,Homotopy,1.4147354698378863e-05
294,dMRI,sub-820745_ses-1,Homophily,3.774439238383922e-131
295,dMRI,sub-820745_ses-1,Homotopy,4.474267993752043e-05
296,dMRI,sub-194645_ses-1,Homophily,6.413765069691195e-131
297,dMRI,sub-194645_ses-1,Homotopy,0.00026717430946997267
298,dMRI,sub-130922_ses-1,Homophily,1.538866274747184e-109
299,dMRI,sub-130922_ses-1,Homotopy,1.6349891720431373e-07
300,dMRI,sub-103010_ses-1,Homophily,4.84883096237824e-141
301,dMRI,sub-103010_ses-1,Homotopy,2.252944340546076e-05
302,dMRI,sub-792867_ses-1,Homophily,9.034098997580332e-108
303,dMRI,sub-792867_ses-1,Homotopy,2.3078715525867474e-05
304,dMRI,sub-182032_ses-1,Homophily,4.931955499090786e-77
305,dMRI,sub-182032_ses-1,Homotopy,3.179473826198139e-07
306,dMRI,sub-177342_ses-1,Homophily,2.9406274446095675e-102
307,dMRI,sub-177342_ses-1,Homotopy,9.819850375256715e-09
308,dMRI,sub-861456_ses-1,Homophily,4.7685836237607615e-115
309,dMRI,sub-861456_ses-1,Homotopy,1.0192027712262259e-05
310,dMRI,sub-454140_ses-1,Homophily,6.723163327511985e-96
311,dMRI,sub-454140_ses-1,Homotopy,1.6262185123179137e-08
312,dMRI,sub-765056_ses-1,Homophily,2.402239861552342e-173
313,dMRI,sub-765056_ses-1,Homotopy,0.0001113237226121352
314,dMRI,sub-139839_ses-1,Homophily,4.091832417695953e-129
315,dMRI,sub-139839_ses-1,Homotopy,4.458730907214803e-05
316,dMRI,sub-424939_ses-1,Homophily,2.079339818008914e-130
317,dMRI,sub-424939_ses-1,Homotopy,1.2937125471404982e-08
318,dMRI,sub-178849_ses-1,Homophily,5.225288150522452e-119
319,dMRI,sub-178849_ses-1,Homotopy,9.151674135983839e-07
320,dMRI,sub-687163_ses-1,Homophily,1.5255702620492148e-138
321,dMRI,sub-687163_ses-1,Homotopy,4.0676903326972836e-05
322,dMRI,sub-140319_ses-1,Homophily,2.895615318504415e-99
323,dMRI,sub-140319_ses-1,Homotopy,2.3890042607611487e-07
324,dMRI,sub-185038_ses-1,Homophily,4.8188641728776945e-144
325,dMRI,sub-185038_ses-1,Homotopy,5.733244972306174e-06
326,dMRI,sub-880157_ses-1,Homophily,2.511176172646805e-108
327,dMRI,sub-880157_ses-1,Homotopy,7.412045901121622e-05
328,dMRI,sub-152427_ses-1,Homophily,7.51663330849213e-112
329,dMRI,sub-152427_ses-1,Homotopy,4.779924915960577e-05
330,dMRI,sub-214423_ses-1,Homophily,2.0001787633467378e-152
331,dMRI,sub-214423_ses-1,Homotopy,5.980239302464882e-07
332,dMRI,sub-112819_ses-1,Homophily,3.879544158662955e-72
333,dMRI,sub-112819_ses-1,Homotopy,1.097200919967646e-06
334,dMRI,sub-531536_ses-1,Homophily,1.781034613101412e-93
335,dMRI,sub-531536_ses-1,Homotopy,3.0382534635407814e-09
336,dMRI,sub-147636_ses-1,Homophily,2.7002021417882883e-105
337,dMRI,sub-147636_ses-1,Homotopy,5.045566233753831e-08
338,dMRI,sub-140420_ses-1,Homophily,5.744751146791475e-128
339,dMRI,sub-140420_ses-1,Homotopy,0.000227470281574843
340,dMRI,sub-598568_ses-1,Homophily,1.080187279756379e-122
341,dMRI,sub-598568_ses-1,Homotopy,4.4735674535634355e-06
342,dMRI,sub-923755_ses-1,Homophily,2.266638824222789e-89
343,dMRI,sub-923755_ses-1,Homotopy,1.8852905627823298e-09
344,dMRI,sub-469961_ses-1,Homophily,5.532381744816281e-145
345,dMRI,sub-469961_ses-1,Homotopy,7.125671704696041e-06
346,dMRI,sub-599469_ses-1,Homophily,9.547610431164763e-117
347,dMRI,sub-599469_ses-1,Homotopy,2.129057943790351e-05
348,dMRI,sub-559457_ses-1,Homophily,5.58641204613525e-73
349,dMRI,sub-559457_ses-1,Homotopy,2.26237362162586e-06
350,dMRI,sub-773257_ses-1,Homophily,1.4551916919573325e-158
351,dMRI,sub-773257_ses-1,Homotopy,1.9769503273185082e-05
352,dMRI,sub-123723_ses-1,Homophily,1.1406036002634897e-108
353,dMRI,sub-123723_ses-1,Homotopy,4.484764671273219e-05
354,dMRI,sub-130821_ses-1,Homophily,1.3011881596601037e-190
355,dMRI,sub-130821_ses-1,Homotopy,0.0004005137289790747
356,dMRI,sub-154330_ses-1,Homophily,9.879040648004132e-133
357,dMRI,sub-154330_ses-1,Homotopy,1.5343722973527882e-05
358,dMRI,sub-349244_ses-1,Homophily,4.622309249454672e-149
359,dMRI,sub-349244_ses-1,Homotopy,0.00048628104448304466
360,dMRI,sub-120717_ses-1,Homophily,2.4911428330512343e-59
361,dMRI,sub-120717_ses-1,Homotopy,2.8239641950072037e-07
362,dMRI,sub-531940_ses-1,Homophily,7.663160720982645e-160
363,dMRI,sub-531940_ses-1,Homotopy,0.0005822547922691503
364,dMRI,sub-561242_ses-1,Homophily,7.177916468556839e-171
365,dMRI,sub-561242_ses-1,Homotopy,2.2438572347363945e-05
366,dMRI,sub-134324_ses-1,Homophily,1.6091599901800975e-143
367,dMRI,sub-134324_ses-1,Homotopy,2.6165478633875055e-05
368,dMRI,sub-656253_ses-1,Homophily,2.1963033536651196e-69
369,dMRI,sub-656253_ses-1,Homotopy,1.4788600224685037e-09
370,dMRI,sub-127933_ses-1,Homophily,1.3397109115701382e-140
371,dMRI,sub-127933_ses-1,Homotopy,9.184127022877117e-05
372,dMRI,sub-102109_ses-1,Homophily,7.660559894273416e-127
373,dMRI,sub-102109_ses-1,Homotopy,1.1764552365786757e-06
374,dMRI,sub-102513_ses-1,Homophily,1.7927544586060451e-147
375,dMRI,sub-102513_ses-1,Homotopy,9.868831932707061e-06
376,dMRI,sub-930449_ses-1,Homophily,1.9315484467347892e-140
377,dMRI,sub-930449_ses-1,Homotopy,0.0003719209333477233
378,dMRI,sub-146836_ses-1,Homophily,2.4132037459705964e-149
379,dMRI,sub-146836_ses-1,Homotopy,7.798773389450473e-08
380,dMRI,sub-137128_ses-1,Homophily,5.009168014993752e-97
381,dMRI,sub-137128_ses-1,Homotopy,4.0861667067035575e-05
382,dMRI,sub-169949_ses-1,Homophily,2.9188023829650873e-170
383,dMRI,sub-169949_ses-1,Homotopy,0.0004848959136535911
384,dMRI,sub-130316_ses-1,Homophily,2.8175889285205893e-161
385,dMRI,sub-130316_ses-1,Homotopy,9.020949561414086e-05
386,dMRI,sub-297655_ses-1,Homophily,1.0432538047532621e-60
387,dMRI,sub-297655_ses-1,Homotopy,6.924348952617551e-10
388,dMRI,sub-111312_ses-1,Homophily,4.6632565930876116e-147
389,dMRI,sub-111312_ses-1,Homotopy,2.1498418547325464e-06
390,dMRI,sub-679568_ses-1,Homophily,1.8952712083868855e-138
391,dMRI,sub-679568_ses-1,Homotopy,5.511608143846942e-05
392,dMRI,sub-393247_ses-1,Homophily,1.9933355519536107e-110
393,dMRI,sub-393247_ses-1,Homotopy,1.6867624852406656e-06
394,dMRI,sub-894067_ses-1,Homophily,2.677186863898166e-154
395,dMRI,sub-894067_ses-1,Homotopy,7.468445434786614e-05
396,dMRI,sub-214524_ses-1,Homophily,1.4568626273404311e-189
397,dMRI,sub-214524_ses-1,Homotopy,9.749233876768604e-05
398,dMRI,sub-133928_ses-1,Homophily,2.5222250229025795e-98
399,dMRI,sub-133928_ses-1,Homotopy,9.245940232848e-06
400,dMRI,sub-628248_ses-1,Homophily,9.773796424502865e-85
